Date,Temperature,pH,Yeast Activity,Fermentation Rate,Quality_Status
11/6/2025,19.71,4.67,64.47,94.32,Warning
11/7/2025,26.26,5.23,56.23,62.44,Warning
11/8/2025,21.44,4.65,86.53,69.66,Warning
11/9/2025,23.7,4.52,62.15,67.86,Warning
11/10/2025,23.12,3.43,66.44,94,Bad
11/11/2025,34.97,5.65,48.3,99.14,Bad
11/12/2025,21.27,4.45,79.79,79.77,Good
11/13/2025,15.45,3.61,87.1,59.79,Warning
11/14/2025,23.99,5.03,65.14,72.9,Warning
11/15/2025,25.43,4.09,70.77,66.04,Warning
11/16/2025,25.17,4.44,60.7,52.74,Warning
11/17/2025,20.52,3.83,53.18,50.01,Warning
11/18/2025,19.14,4.76,47.22,53.38,Warning
11/19/2025,23.29,4.58,65.83,55.96,Warning
11/20/2025,13.29,4.59,62.49,81.07,Bad
11/21/2025,19.66,4.66,42.14,99.72,Warning
11/22/2025,27.01,4.28,60.47,72.21,Warning
11/23/2025,22.41,5.52,91.69,93.3,Bad
11/24/2025,23.11,4.49,68.99,99.34,Warning
11/25/2025,18.75,4.91,72.3,99.61,Good
11/26/2025,18.1,5.15,40.42,70.17,Warning
11/27/2025,24.66,4.22,60.24,91.38,Warning
11/28/2025,18.87,4.12,44.09,59.36,Warning
11/29/2025,14.92,4.74,65.04,68.84,Bad
11/30/2025,13.7,4.46,46.41,97.67,Bad
12/1/2025,21.4,4.34,57.88,66.02,Warning
12/2/2025,23.86,4.22,47.35,81.75,Warning
12/3/2025,22.72,5.15,44.67,97.77,Warning
12/4/2025,24.34,4.29,50.13,92.7,Warning
12/5/2025,22.03,4.34,86.17,96.74,Good
12/6/2025,21.34,4.61,57.05,64.45,Warning
12/7/2025,16.45,3.7,72.67,57.99,Warning
12/8/2025,18.43,4.76,58.62,75.17,Warning
12/9/2025,24.62,4.91,78.73,57.79,Warning
12/10/2025,18.57,4.55,62.64,70.68,Warning
12/11/2025,20.47,4.44,50.75,69.61,Warning
12/12/2025,20.4,4.63,98.88,69.08,Warning
12/13/2025,19.32,5.09,77.66,59.6,Warning
12/14/2025,26.73,4.74,44.14,66.74,Warning
12/15/2025,26.14,3.79,61.36,57.43,Warning
12/16/2025,26.95,4.69,62.93,56.61,Warning
12/17/2025,19.54,4.15,57.99,82.14,Warning
12/18/2025,28.44,4.91,61.75,91.2,Bad
12/19/2025,21.4,3.78,88.06,59.01,Warning
12/20/2025,27.18,3.95,41.52,84.5,Warning
12/21/2025,20.54,4.42,76.59,62.04,Warning
12/22/2025,19.1,4.4,48.83,64.9,Warning
12/23/2025,21.97,4.39,47.39,65.38,Warning
12/24/2025,23.28,5.33,93.07,77.7,Warning
12/25/2025,16.44,4.58,49.97,95.82,Warning
12/26/2025,17.61,3.76,85.59,66.94,Warning
12/27/2025,25.8,4.62,42.98,62.85,Warning
12/28/2025,15.87,4.4,84.63,95.96,Warning
12/29/2025,14.62,4.05,97.69,72.24,Bad
12/30/2025,13.22,4.42,94.57,78.45,Bad
12/31/2025,24.77,4.79,60.51,71.68,Warning
